id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1817,2019-08-30T00:00:00,2019,8,18,Natural disaster,989,828,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,113623,2019-08-30T00:00:00,2019,8,18,Natural disaster,56407,57216,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,342161,2019-08-30T00:00:00,2019,8,18,Natural disaster,169477,172684,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6094,2019-08-30T00:00:00,2019,8,18,Other reason,2800,3294,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1004,2019-10-31T00:00:00,2019,10,19,Conflict,494,510,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,9488,2019-10-31T00:00:00,2019,10,19,Conflict,4772,4716,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,72963,2019-10-31T00:00:00,2019,10,19,Conflict,38450,34513,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3841,2019-10-31T00:00:00,2019,10,19,Conflict,1951,1890,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1045,2019-10-31T00:00:00,2019,10,19,Conflict,518,527,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,8714,2019-10-31T00:00:00,2019,10,19,Conflict,4353,4361,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,608805,2019-10-31T00:00:00,2019,10,19,Conflict,306779,302026,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,393617,2019-10-31T00:00:00,2019,10,19,Conflict,191467,202150,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7369,2019-10-31T00:00:00,2019,10,19,Conflict,3607,3762,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6996,2019-10-31T00:00:00,2019,10,19,Economic reasons,3547,3449,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,463,2019-10-31T00:00:00,2019,10,19,Economic reasons,237,226,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,51598,2019-10-31T00:00:00,2019,10,19,Natural disaster,26046,25552,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,129029,2019-10-31T00:00:00,2019,10,19,Natural disaster,63083,65946,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,305566,2019-10-31T00:00:00,2019,10,19,Natural disaster,150408,155158,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5588,2019-10-31T00:00:00,2019,10,19,Other reason,2570,3018,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,594,2019-12-31T00:00:00,2019,12,20,Conflict,289,305,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,12940,2019-12-31T00:00:00,2019,12,20,Conflict,6291,6649,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,75732,2019-12-31T00:00:00,2019,12,20,Conflict,40757,34975,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,33883,2019-12-31T00:00:00,2019,12,20,Conflict,16801,17082,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1042,2019-12-31T00:00:00,2019,12,20,Conflict,519,523,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,19968,2019-12-31T00:00:00,2019,12,20,Conflict,10037,9931,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,377,2019-12-31T00:00:00,2019,12,20,Conflict,204,173,Harari,ET13,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,874090,2019-12-31T00:00:00,2019,12,20,Conflict,437099,436991,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,151113,2019-12-31T00:00:00,2019,12,20,Conflict,77497,73616,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7654,2019-12-31T00:00:00,2019,12,20,Conflict,3926,3728,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6985,2019-12-31T00:00:00,2019,12,20,Economic reasons,3326,3659,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,498,2019-12-31T00:00:00,2019,12,20,Economic reasons,245,253,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,51865,2019-12-31T00:00:00,2019,12,20,Natural disaster,25970,25895,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,8370,2019-12-31T00:00:00,2019,12,20,Natural disaster,4117,4253,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,234959,2019-12-31T00:00:00,2019,12,20,Natural disaster,116365,118594,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,247551,2019-12-31T00:00:00,2019,12,20,Natural disaster,119287,128264,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6007,2019-12-31T00:00:00,2019,12,20,Other reason,2745,3262,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,946,2020-02-29T00:00:00,2020,2,21,Conflict,466,480,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,23485,2020-02-29T00:00:00,2020,2,21,Conflict,11192,12293,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,75835,2020-02-29T00:00:00,2020,2,21,Conflict,40296,35539,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,57359,2020-02-29T00:00:00,2020,2,21,Conflict,29046,28313,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,756,2020-02-29T00:00:00,2020,2,21,Conflict,386,370,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,32252,2020-02-29T00:00:00,2020,2,21,Conflict,16535,15717,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,853427,2020-02-29T00:00:00,2020,2,21,Conflict,430064,423363,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,172503,2020-02-29T00:00:00,2020,2,21,Conflict,86029,86474,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7979,2020-02-29T00:00:00,2020,2,21,Conflict,3971,4008,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,264,2020-02-29T00:00:00,2020,2,21,Economic reasons,140,124,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,389,2020-02-29T00:00:00,2020,2,21,Economic reasons,197,192,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,48877,2020-02-29T00:00:00,2020,2,21,Natural disaster,24290,24587,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3638,2020-02-29T00:00:00,2020,2,21,Natural disaster,1927,1711,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,226976,2020-02-29T00:00:00,2020,2,21,Natural disaster,111342,115634,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,225049,2020-02-29T00:00:00,2020,2,21,Natural disaster,110464,114585,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5746,2020-02-29T00:00:00,2020,2,21,Other reason,2752,2994,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,34392,2020-07-30T00:00:00,2020,7,22,Conflict,16969,17423,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,27181,2020-07-30T00:00:00,2020,7,22,Conflict,13777,13404,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,47300,2020-07-30T00:00:00,2020,7,22,Conflict,26549,20751,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,32970,2020-07-30T00:00:00,2020,7,22,Conflict,16194,16776,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,26792,2020-07-30T00:00:00,2020,7,22,Conflict,14218,12574,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,30403,2020-07-30T00:00:00,2020,7,22,Conflict,15612,14791,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,706585,2020-07-30T00:00:00,2020,7,22,Conflict,351751,354834,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,369351,2020-07-30T00:00:00,2020,7,22,Conflict,191675,177676,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7961,2020-07-30T00:00:00,2020,7,22,Conflict,4047,3914,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,181,2020-07-30T00:00:00,2020,7,22,Economic reasons,81,100,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,461,2020-07-30T00:00:00,2020,7,22,Economic reasons,235,226,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,23973,2020-07-30T00:00:00,2020,7,22,Natural disaster,12683,11290,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,49186,2020-07-30T00:00:00,2020,7,22,Natural disaster,25213,23973,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3015,2020-07-30T00:00:00,2020,7,22,Natural disaster,1559,1456,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3047,2020-07-30T00:00:00,2020,7,22,Natural disaster,1610,1437,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,105029,2020-07-30T00:00:00,2020,7,22,Natural disaster,50537,54492,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,347286,2020-07-30T00:00:00,2020,7,22,Natural disaster,168745,178541,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5698,2020-07-30T00:00:00,2020,7,22,Other reason,2564,3134,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,52858,2020-09-30T00:00:00,2020,9,23,Conflict,26403,26455,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,21352,2020-09-30T00:00:00,2020,9,23,Conflict,10844,10508,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,37851,2020-09-30T00:00:00,2020,9,23,Conflict,20666,17185,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,51282,2020-09-30T00:00:00,2020,9,23,Conflict,25963,25319,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,81698,2020-09-30T00:00:00,2020,9,23,Conflict,45238,36460,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,32606,2020-09-30T00:00:00,2020,9,23,Conflict,16209,16397,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,789443,2020-09-30T00:00:00,2020,9,23,Conflict,395870,393573,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,103673,2020-09-30T00:00:00,2020,9,23,Conflict,51375,52298,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7830,2020-09-30T00:00:00,2020,9,23,Conflict,3952,3878,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,219,2020-09-30T00:00:00,2020,9,23,Economic reasons,85,134,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,471,2020-09-30T00:00:00,2020,9,23,Economic reasons,270,201,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,54911,2020-09-30T00:00:00,2020,9,23,Natural disaster,27616,27295,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,126699,2020-09-30T00:00:00,2020,9,23,Natural disaster,64052,62647,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4577,2020-09-30T00:00:00,2020,9,23,Natural disaster,2296,2281,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,12195,2020-09-30T00:00:00,2020,9,23,Natural disaster,6374,5821,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4113,2020-09-30T00:00:00,2020,9,23,Natural disaster,2120,1993,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,168433,2020-09-30T00:00:00,2020,9,23,Natural disaster,85009,83424,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,290590,2020-09-30T00:00:00,2020,9,23,Natural disaster,141029,149561,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5750,2020-09-30T00:00:00,2020,9,23,Other reason,2672,3078,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,131896,2021-01-30T00:00:00,2021,1,24,Conflict,68250,63646,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,60138,2021-01-30T00:00:00,2021,1,24,Conflict,31626,28512,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,7451,2021-01-30T00:00:00,2021,1,24,Conflict,3658,3793,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,90548,2021-01-30T00:00:00,2021,1,24,Conflict,43159,47389,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,6473,2021-01-30T00:00:00,2021,1,24,Conflict,3172,3301,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,37550,2021-01-30T00:00:00,2021,1,24,Conflict,19208,18342,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,596656,2021-01-30T00:00:00,2021,1,24,Conflict,300899,295757,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,369161,2021-01-30T00:00:00,2021,1,24,Conflict,192569,176592,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,665,2021-01-30T00:00:00,2021,1,24,Conflict,398,267,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,153,2021-01-30T00:00:00,2021,1,24,Economic reasons,54,99,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,390,2021-01-30T00:00:00,2021,1,24,Economic reasons,183,207,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,78575,2021-01-30T00:00:00,2021,1,24,Natural disaster,39820,38755,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,99004,2021-01-30T00:00:00,2021,1,24,Natural disaster,51552,47452,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,562,2021-01-30T00:00:00,2021,1,24,Natural disaster,266,296,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2527,2021-01-30T00:00:00,2021,1,24,Natural disaster,1172,1355,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,1232,2021-01-30T00:00:00,2021,1,24,Natural disaster,600,632,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3812,2021-01-30T00:00:00,2021,1,24,Natural disaster,1935,1877,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,90749,2021-01-30T00:00:00,2021,1,24,Natural disaster,44040,46709,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,376658,2021-01-30T00:00:00,2021,1,24,Natural disaster,183386,193272,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5597,2021-01-30T00:00:00,2021,1,24,Other reason,2705,2892,Oromia,ET04,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1594,2021-01-31T00:00:00,2021,1,2,Conflict,886,708,Not available,Not available,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,16872,2021-01-31T00:00:00,2021,1,2,Conflict,8562,8310,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,27342,2021-01-31T00:00:00,2021,1,2,Conflict,14054,13288,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,85782,2021-01-31T00:00:00,2021,1,2,Conflict,43236,42546,Tigray,ET01,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1120,2021-02-28T00:00:00,2021,2,3,Conflict,604,516,Not available,Not available,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,16872,2021-02-28T00:00:00,2021,2,3,Conflict,8572,8300,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,19297,2021-02-28T00:00:00,2021,2,3,Conflict,12870,6427,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,341103,2021-02-28T00:00:00,2021,2,3,Conflict,168915,172188,Tigray,ET01,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1666,2021-03-31T00:00:00,2021,3,4,Conflict,693,973,Not available,Not available,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,16800,2021-03-31T00:00:00,2021,3,4,Conflict,8503,8297,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,370,2021-03-31T00:00:00,2021,3,4,Conflict,194,176,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1006840,2021-03-31T00:00:00,2021,3,4,Conflict,478233,528607,Tigray,ET01,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,15437,2021-04-30T00:00:00,2021,4,5,Conflict,7466,7971,Not available,Not available,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,18666,2021-04-30T00:00:00,2021,4,5,Conflict,9539,9127,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,3871,2021-04-30T00:00:00,2021,4,5,Conflict,1914,1957,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1614773,2021-04-30T00:00:00,2021,4,5,Conflict,774705,840068,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,102319,2021-04-30T00:00:00,2021,4,25,Conflict,50927,51392,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,57445,2021-04-30T00:00:00,2021,4,25,Conflict,30147,27298,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,8947,2021-04-30T00:00:00,2021,4,25,Conflict,4614,4333,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,172313,2021-04-30T00:00:00,2021,4,25,Conflict,81732,90581,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,9222,2021-04-30T00:00:00,2021,4,25,Conflict,4715,4507,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,39418,2021-04-30T00:00:00,2021,4,25,Conflict,20023,19395,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,581193,2021-04-30T00:00:00,2021,4,25,Conflict,287964,293229,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,364561,2021-04-30T00:00:00,2021,4,25,Conflict,188537,176024,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,146,2021-04-30T00:00:00,2021,4,25,Economic reasons,59,87,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,372,2021-04-30T00:00:00,2021,4,25,Economic reasons,187,185,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,78111,2021-04-30T00:00:00,2021,4,25,Natural disaster,39065,39046,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,87994,2021-04-30T00:00:00,2021,4,25,Natural disaster,45273,42721,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,594,2021-04-30T00:00:00,2021,4,25,Natural disaster,282,312,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,554,2021-04-30T00:00:00,2021,4,25,Natural disaster,251,303,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4085,2021-04-30T00:00:00,2021,4,25,Natural disaster,2143,1942,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4153,2021-04-30T00:00:00,2021,4,25,Natural disaster,2208,1945,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,2000,2021-04-30T00:00:00,2021,4,25,Natural disaster,1089,911,Harari,ET13,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,81453,2021-04-30T00:00:00,2021,4,25,Natural disaster,39487,41966,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,364585,2021-04-30T00:00:00,2021,4,25,Natural disaster,180044,184541,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,5127,2021-04-30T00:00:00,2021,4,25,Other reason,2579,2548,Oromia,ET04,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,19266,2021-05-30T00:00:00,2021,5,6,Conflict,9849,9417,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,17119,2021-05-30T00:00:00,2021,5,6,Conflict,8232,8887,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,1953783,2021-05-30T00:00:00,2021,5,6,Conflict,914581,1039202,Tigray,ET01,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,10326,2021-06-30T00:00:00,2021,6,7,Conflict,4957,5369,Not available,Not available,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,17556,2021-06-30T00:00:00,2021,6,7,Conflict,9245,8311,Afar,ET02,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,2972,2021-06-30T00:00:00,2021,6,7,Conflict,1423,1549,Amhara,ET03,SA,Active
,Northern Ethiopia Crisis,Ethiopia,ETH,,,,,0,2074533,2021-06-30T00:00:00,2021,6,7,Conflict,1055859,1018674,Tigray,ET01,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,96256,2021-07-30T00:00:00,2021,7,26,Conflict,47378,48878,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,58697,2021-07-30T00:00:00,2021,7,26,Conflict,29855,28842,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,105022,2021-07-30T00:00:00,2021,7,26,Conflict,51226,53796,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,162580,2021-07-30T00:00:00,2021,7,26,Conflict,77227,85353,Benishangul-Gumuz,ET06,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,14471,2021-07-30T00:00:00,2021,7,26,Conflict,7047,7424,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,405,2021-07-30T00:00:00,2021,7,26,Conflict,183,222,Dire Dawa,ET15,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,35596,2021-07-30T00:00:00,2021,7,26,Conflict,18675,16921,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,651255,2021-07-30T00:00:00,2021,7,26,Conflict,319503,331752,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,327530,2021-07-30T00:00:00,2021,7,26,Conflict,168659,158871,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,354,2021-07-30T00:00:00,2021,7,26,Economic reasons,164,190,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,76093,2021-07-30T00:00:00,2021,7,26,Natural disaster,39052,37041,Not available,Not available,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,90676,2021-07-30T00:00:00,2021,7,26,Natural disaster,47997,42679,Afar,ET02,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,562,2021-07-30T00:00:00,2021,7,26,Natural disaster,268,294,Amhara,ET03,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4258,2021-07-30T00:00:00,2021,7,26,Natural disaster,2190,2068,Central Ethiopia,ET07,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,3534,2021-07-30T00:00:00,2021,7,26,Natural disaster,1794,1740,Gambela,ET12,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,65130,2021-07-30T00:00:00,2021,7,26,Natural disaster,31832,33298,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,681,2021-07-30T00:00:00,2021,7,26,Natural disaster,337,344,Sidama,ET16,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,368526,2021-07-30T00:00:00,2021,7,26,Natural disaster,182150,186376,Somali,ET05,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,4537,2021-07-30T00:00:00,2021,7,26,Other reason,2254,2283,Oromia,ET04,SA,Active
,Countrywide monitoring,Ethiopia,ETH,,,,,0,100344,2021-09-30T00:00:00,2021,9,27,Conflict,49896,50448,Not available,Not available,SA,Active
